pmid,arm_id,arm_label,arm_type,n_assigned,n_analyzed_neuroimaging,disease_condition,acupuncture_modality,stimulation_type,acupoints_used,anatomical_location,laterality,penetration,depth,depth_mm,manipulation,needle_type,needle_size,electrical_stim,electrical_frequency,electrical_intensity,needle_retention,needle_retention_min,session_duration,session_duration_min,n_sessions,n_sessions_numeric,treatment_period,deqi_intended,participant_instructions,treatment_rationale,practitioner_description,blinding,study_design
41520025,arm_ML,mock laser (ML),sham_acupuncture,not_reported,25.0,Fibromyalgia (FM),laser_acupuncture,inactive laser device; no therapeutic laser energy emitted; no somatosensory stimulation,"['same acupoints as in the EA group: right LI-11, LI-4, left GB-34, SP-6, bilateral ST-36']",same acupoints as EA group,same as EA group,no needle insertion; laser device positioned over acupoints,not_applicable,,none; device was inactive and emitted no therapeutic laser energy,not_applicable,not_applicable,False,not_applicable,not_applicable,not_reported,,identical treatment durations to EA group,25.0,eight treatment sessions,8.0,twice weekly over four weeks,not intended; no somatosensory stimulation,participants were told they would receive acupoint stimulation using a laser device; both groups wore blindfolds during treatment and received identical verbal instructions and treatment durations; authorized deception approved by University of Michigan IRB; participants fully debriefed after the study,"mimicked the appearance and procedure of real treatment while lacking any somatosensory stimulation, serving as a sham control for all EA analyses",not_reported,blinded; both groups wore blindfolds during treatment and received identical verbal instructions and treatment durations,"single-site, blinded, sham-controlled, randomized, non-crossover longitudinal neuroimaging trial; secondary analysis of data from the trial"
41591775,arm_real_acu,real acupuncture group,verum_acupuncture,60,59.0,Migraine without aura (MWOA),manual_acupuncture,manual acupuncture with deqi,"['Baihui (GV20)', 'Fengfu (GV16)', 'bilateral Fengchi (GB20)', 'bilateral Taiyang (EX-HN5)', 'bilateral Hegu (LI4)']","Baihui (GV20), Fengfu (GV16), bilateral Fengchi (GB20), bilateral Taiyang (EX-HN5), bilateral Hegu (LI4)","bilateral for Fengchi, Taiyang, Hegu; midline for Baihui and Fengfu",not_reported,not_reported,,"Twirling, lifting, and thrusting aimed to elicit deqi (distention, numbness, soreness, or radiating sensations)",Single-use Hwato needles,25-40 mm length; 0.25-0.30 mm diameter,False,not_applicable,not_applicable,30 minutes,30.0,30 minutes,30.0,12 sessions,12.0,"4 weeks (3 sessions per week, ideally every other weekday)","yes; deqi sensation (distention, numbness, soreness, or radiating sensations) was intended","Treatments were delivered individually, with standardized instructions for maintaining consistency",Acupoint prescriptions followed those used in prior studies,Acupuncturists had at least 5 years of clinical experience,"Single-blinded; participants, outcome assessors, and statistical analysts were blinded to group assignments",Single-blinded randomized clinical trial
41591775,arm_sham_acu,sham acupuncture group,sham_acupuncture,60,53.0,Migraine without aura (MWOA),sham_needling,superficial needling at sham acupoints without deqi,[],sham acupoints not on recognized meridians (see eFigure 2 and eTable 3 in Supplement 3),not_reported,superficial needling,superficial,,Manipulation matched real acupuncture but omitted deqi,not_reported,not_reported,False,not_applicable,not_applicable,30 minutes,30.0,30 minutes,30.0,12 sessions,12.0,4 weeks (3 sessions per week),no; deqi was omitted,"Treatments were delivered individually, with standardized instructions for maintaining consistency",Sham acupoints chosen based on prior work to minimize physiological effects and because they were not located on recognized meridians,not_reported,"Single-blinded; participants, outcome assessors, and statistical analysts were blinded to group assignments",Single-blinded randomized clinical trial
41601526,arm_ST36,ST36 (Zusanli) acupuncture,verum_acupuncture,,513.0,Healthy participants; implications discussed for migraine and stroke,manual_acupuncture,"not_reported (mix of manual acupuncture, electroacupuncture, moxibustion across included studies)","['ST36', 'Zusanli']",ST36 (Zusanli); innervated by the deep peroneal nerve (L4-L5),not_reported,not_reported,not_reported,,not_reported,not_reported,not_reported,,not_applicable,not_applicable,not_reported,,not_reported,,not_reported,,not_reported,not_reported,not_reported,"ST36 modulates gastrointestinal function and chronic fatigue, and is key in treating Yangming migraine",not_reported,not_reported,Systematic review with functional connectivity network mapping (FCNM) meta-analysis; integrates activation coordinates from included fMRI studies in healthy controls with large-scale resting-state connectome datasets
41601526,arm_GB34,GB34 (Yanglingquan) acupuncture,verum_acupuncture,,112.0,Healthy participants; implications discussed for migraine and stroke,manual_acupuncture,not_reported (mix across included studies),"['GB34', 'Yanglingquan']",GB34 (Yanglingquan); supplied by the common peroneal nerve (L5-S2),not_reported,not_reported,not_reported,,not_reported,not_reported,not_reported,,not_applicable,not_applicable,not_reported,,not_reported,,not_reported,,not_reported,not_reported,not_reported,GB34 focuses on post-stroke motor recovery and Shaoyang migraine,not_reported,not_reported,Systematic review with functional connectivity network mapping (FCNM) meta-analysis; integrates activation coordinates from included fMRI studies in healthy controls with large-scale resting-state connectome datasets
41601526,arm_SLIM,Southwest University Longitudinal Imaging Multimodal (SLIM) discovery dataset,healthy_control,,573.0,Healthy participants; implications discussed for migraine and stroke,,,[],,,,,,,,,,,,,,,,,,,,,,,not_reported,Systematic review with functional connectivity network mapping (FCNM) meta-analysis; integrates activation coordinates from included fMRI studies in healthy controls with large-scale resting-state connectome datasets
41601526,arm_FCP,"1,000 Functional Connectomes Project (FCP) of Cambridge Buckner database (replication dataset)",healthy_control,,,Healthy participants; implications discussed for migraine and stroke,,,[],,,,,,,,,,,,,,,,,,,,,,,not_reported,Systematic review with functional connectivity network mapping (FCNM) meta-analysis; integrates activation coordinates from included fMRI studies in healthy controls with large-scale resting-state connectome datasets
41602988,arm_BP_acupuncture,Bell's palsy patients receiving acupuncture,verum_acupuncture,30,20.0,Bell's palsy (acute unilateral facial paralysis caused by inflammation of the facial nerve),manual_acupuncture,manual acupuncture with deqi elicitation at bilateral LI4,"['ipsilateral Yangbai (GB14)', 'ipsilateral Yuyao (EX-HN4)', 'ipsilateral Taiyang (EX-HN5)', 'ipsilateral Cuanzhu (BL2)', 'ipsilateral Yingxiang (LI20)', 'ipsilateral Jiache (ST6)', 'ipsilateral Xiaguan (ST7)', 'ipsilateral Dicang (ST4)', 'ipsilateral Quanliao (SI18)', 'bilateral Hegu (LI4)']",ipsilateral facial points and bilateral LI4,ipsilateral facial acupoints and bilateral Hegu (LI4),"GB14, EX-HN4, and EX-HN5 were inserted horizontally; BL2, LI20, ST6, ST7, ST4, SI18, and LI4 were inserted perpendicularly",not_reported,,"After insertion at bilateral LI4, manual stimulation (lifting-thrusting and twirling) was applied to elicit the characteristic 'deqi' sensation. Needle manipulation was standardized across sessions to ensure consistency of stimulation intensity.","Disposable acupuncture needles; Jaichen, Jianshu, China",0.25*40 mm,False,not_applicable,not_applicable,not_reported,,not_reported,,"4 treatment sessions per week for 4 consecutive weeks, 16 sessions in total",16.0,4 consecutive weeks,"yes; deqi sensation described as numbness, distention, or heaviness was elicited at bilateral LI4",not_reported,not_reported,senior chief physician with over 30 years of clinical experience specializing in the treatment of facial palsy,not_reported,Longitudinal within-subject resting-state fMRI study; pre-treatment and post-treatment scans in Bell's palsy patients receiving acupuncture
41641330,arm_sham,Sham group,healthy_control,8,8.0,"Ischemic stroke (transient focal cerebral ischemia via middle cerebral artery occlusion/reperfusion, MCAO/R model)",other,not_applicable,[],not_applicable,not_applicable,not_applicable,not_applicable,,not_applicable,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,,not_reported,,not_reported,,not_reported,not_applicable,not_applicable (animal study),not_applicable,not_reported,Neurological deficit scores assessed by an observer blinded to the experimental groups,Randomized controlled animal experiment (rat model); three-group parallel design with pre-post intervention resting-state fMRI
41641330,arm_model,Model group,other,8,8.0,"Ischemic stroke (transient focal cerebral ischemia via middle cerebral artery occlusion/reperfusion, MCAO/R model)",other,not_applicable,[],not_applicable,not_applicable,not_applicable,not_applicable,,not_applicable,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,,not_reported,,not_reported,,not_reported,not_applicable,not_applicable (animal study),not_applicable,not_reported,Neurological deficit scores assessed by an observer blinded to the experimental groups,Randomized controlled animal experiment (rat model); three-group parallel design with pre-post intervention resting-state fMRI
41641330,arm_ea,EA group,verum_acupuncture,8,8.0,"Ischemic stroke (transient focal cerebral ischemia via middle cerebral artery occlusion/reperfusion, MCAO/R model)",electroacupuncture,electroacupuncture,['Baihui (GV20)'],"GV20 (Baihui); one electrode at GV20, other electrode attached to tail",not_reported,not_reported,not_reported,,"needle placed at GV20, connected to one electrode of an SDZ-II EA stimulator; the other electrode was attached to the tail to complete the circuit",fine needle,"0.25 mm in diameter, 13 mm in length",True,2/15 Hz sparse-dense wave,2 mA (producing visible twitching of the limb musculature),30 min per session,30.0,30 min/day,30.0,5 days,5.0,1-week treatment (5 days),not_reported,not_applicable (animal study),"Numerous preclinical studies have demonstrated that EA at GV20 can improve neurobehavioral outcomes of rodent stroke models, reduce infarct volume, and promote neurogenesis and angiogenesis",not_reported,Neurological deficit scores assessed by an observer blinded to the experimental groups,Randomized controlled animal experiment (rat model); three-group parallel design with pre-post intervention resting-state fMRI
41657421,arm_control,control group,medication,50,50.0,insomnia (primary insomnia),non_acupuncture,oral medication,[],not_applicable,not_applicable,not_applicable,not_applicable,,not_applicable,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,,not_reported,,not_reported,,28 days,not_applicable,"took alprazolam orally, with a dosage of 0.5–0.8 mg each time, 30 min before going to bed",conventional Western medicine treatment for insomnia,not_reported,"outcome assessors blinded; individuals responsible for collecting and analyzing fMRI data, as well as those scoring the PSQI and HAMA, were not involved in the treatment allocation process and were unaware of which group each patient belonged to; patients and acupuncturists not blinded",randomized controlled design; open-label trial without sham acupuncture
